title,artist,query,spotify_id
You Let Your Heart Go Too Fast,Spin Doctors,artist:spin track:you let your heart go too fast,2Xib57pHWXHRO1ErpJflwj
I'm Not Over You,CeCe Peniston,artist:cece track:i'm not over you,57zZpWRO9kVuuMZOcIKrw0
Thinkin' Problem,David Ball,artist:david track:thinkin' problem,7nhTpkQfsanJzuz9RNsoo4
Southernplayalisticadillacmuzik,OutKast,artist:outkast track:southernplayalisticadillacmuzik,2pMAmZdHfQHyqJCXJbfhK3
You,Bonnie Raitt,artist:bonnie track:you,69uJi5QsBtqlYkGURTBli8
Your Love Is So Divine,Miranda,artist:miranda track:your love is so divine,
Think Twice,Celine Dion,artist:celine track:think twice,5T0VoskNbpJIqm2RSPU2Xt
Possession,Sarah McLachlan,artist:sarah track:possession,0oPZm6DNVj4rv5uGOw2w7q
Love Is Strong,The Rolling Stones,artist:the track:love is strong,6KbOZuVqlTxrnsu6DuAs76
Sweet Sensual Love,Big Mountain ,artist:big track:sweet sensual love,7xFGMLVioqfPYL3kuiZfAf
Afternoons & Coffeespoons,Crash Test Dummies,artist:crash track:afternoons & coffeespoons,21qfURxhcUJeeKKzB132ze
"Regulate (From ""Above The Rim"")",Warren G & Nate Dogg,artist:warren track:regulate ,7nYvUtkQMx1v80S2FH2s9J
Beautiful In My Eyes,Joshua Kadison,artist:joshua track:beautiful in my eyes,5o8gWPZxr4GZFslU85YMmu
"Baby I Love Your Way (From ""Reality Bites"")",Big Mountain,artist:big track:baby i love your way ,1Rvl8qsKJurfFTyWLBI9ib
It's Over Now,Cause And Effect,artist:cause track:it's over now,
Misled,Celine Dion,artist:celine track:misled,5FktSmCnJGqX1QdIJNAlr7
Return To Innocence,Enigma,artist:enigma track:return to innocence,2UKkLqST2xWpK8n1b0Xr5Z
The Most Beautiful Girl In The World,Prince,artist:prince track:the most beautiful girl in the world,2TAdelKqtPjyHWYMMkcmVX
On Point,House Of Pain,artist:house track:on point,2h5hQFc6tPJO3O1tz0bSkY
"No Guns, No Murder",Rayvon,"artist:rayvon track:no guns, no murder",54zbUGqw8JRk020wLRWlHl
I'll Remember You,Atlantic Starr,artist:atlantic track:i'll remember you,2lFQ6W1WdRFtDJhvWGW3p6
When I Give My Love,Keith Sweat,artist:keith track:when i give my love,4wiwUgr26EF6CgmjUvG4Yg
"Anything (From ""Above The Rim"")",SWV,artist:swv track:anything ,3ZbrIs9xvGTLtHDcOel91B
"I'll Take You There (From ""Threesome"")",General Public,artist:general track:i'll take you there ,5p1U3tDtcAhhu5Em2eAhsE
Happiness,Billy Lawrence,artist:billy track:happiness,6eD8dsEHSfe78KdwxJ9mbH
Diary Of A Madman,Gravediggaz,artist:gravediggaz track:diary of a madman,6XzPwIkXKpDrQ5e1bRWVFB
Moving On Up,M People,artist:m track:moving on up,6vGW3d8X48CBaLdU0PQbey
Sleeping In My Car,Roxette,artist:roxette track:sleeping in my car,2TiIXOtfaPnfGuAerof0UH
Maybe Love Will Change Your Mind,Stevie Nicks,artist:stevie track:maybe love will change your mind,3FmNXP5tWfjZAImUxzns74
Sweet Potatoe Pie,Domino,artist:domino track:sweet potatoe pie,1enXc5JrVVcEHunTlYccY6
Tell Me Where It Hurts,Kathy Troccoli,artist:kathy track:tell me where it hurts,5mToyWoRfFU64nKZIpYrGO
Worker Man,Patra,artist:patra track:worker man,1RoLlFWeFHxc36TU4Bg2eS
I Need Your Love,Boston,artist:boston track:i need your love,4pFSfimXi2W4U7tmQsKkam
Old To The New,Nice & Smooth,artist:nice track:old to the new,1eyHkqk22jB7DVr7kGXFs8
Whatta Man,Salt-N-Pepa Featuring En Vogue,artist:salt-n-pepa track:whatta man,3IuRN5tplfZD56XYAHPvZ9
I'm Ready,Tevin Campbell,artist:tevin track:i'm ready,1eGY6roK1W2vFIhDXu2lXq
Got Me Waiting,Heavy D & The Boyz,artist:heavy track:got me waiting,7lqwSAP2isafyCokjZd7aE
Pumps And A Bump,M.C. Hammer,artist:m.c. track:pumps and a bump,0cEY2XrkwZAyrxMioyiAQB
How Do You Like It?,Keith Sweat,artist:keith track:how do you like it?,2K5tllslbKc50g1RqtiPuZ
Wink,Neal McCoy,artist:neal track:wink,4VKbn8tO5A6ApjyAjHEaTt
"Crooklyn (From ""Crooklyn"")",The Crooklyn Dodgers,artist:the track:crooklyn ,0bNEcNQeGMz6YUDdlIPSBr
Infatuation,Jamie Foxx,artist:jamie track:infatuation,0ADcTLGgIgv9G62d3i2lNK
Part Time Lover/I'm Still In Love With You,H-Town/Al B. Sure! ,artist:h-town/al track:part time lover/i'm still in love with you,
Ease My Mind,Arrested Development,artist:arrested track:ease my mind,60qV6RaRjg9ggvWQwq7WIG
Bizarre Love Triangle,FRENTE!,artist:frente! track:bizarre love triangle,7sgi66biRYpAXuRZJBDuli
Love On My Mind,Xscape,artist:xscape track:love on my mind,5hzdcPTFKEuRVuN8cTkcvl
(She's) Some Kind Of Wonderful,Huey Lewis & The News,artist:huey track: some kind of wonderful,
Take It Back,Pink Floyd,artist:pink track:take it back,325toqbCzE1g1pYIED7U4C
I Wish,Gabrielle,artist:gabrielle track:i wish,
Warrior's Drum,King Just,artist:king track:warrior's drum,
Bump N' Grind,R. Kelly,artist:r. track:bump n' grind,0DBIL8arX0Zo6eAuxNIpik
Now And Forever,Richard Marx,artist:richard track:now and forever,2V2pxcEfn5zs79sE7qcewA
Love Sneakin' Up On You,Bonnie Raitt,artist:bonnie track:love sneakin' up on you,1UtxIyLkTt7iR5TcWLt8IT
Born To Roll,Masta Ace Incorporated,artist:masta track:born to roll,22cryigoJ5rjW6Hl9coUbV
Feenin',Jodeci,artist:jodeci track:feenin',0IyGPlGWkWZubMgC3qdBWz
Objects In The Rear View Mirror May Appear Closer Than...,Meat Loaf,artist:meat track:objects in the rear view mirror may appear closer than...,6Vfiskl8VZSui0ggqd5Mfg
Whenever You Come Around,Vince Gill,artist:vince track:whenever you come around,7ifAFPW01nkAeZL7vc0joA
Captain Save A Hoe,E-40,artist:e-40 track:captain save a hoe,4ixD6bSwnSlzuBrd2c80vI
And Our Feelings,Babyface,artist:babyface track:and our feelings,27sYHmgfRvHFyQ5vrm5nQp
Regular Thang,Ovis,artist:ovis track:regular thang,
You,Candlebox,artist:candlebox track:you,19gXFTxlnKQf0xjk5d6Y45
Indian Outlaw,Tim McGraw,artist:tim track:indian outlaw,1fYypIR0kaFzaSRbzvtjl9
Mmm Mmm Mmm Mmm,Crash Test Dummies,artist:crash track:mmm mmm mmm mmm,76nvqWPFucUra1xCkN1tnD
Loser,Beck,artist:beck track:loser,5PntSbMHC1ud6Vvl8x56qd
The Power Of Love,Celine Dion,artist:celine track:the power of love,5kK1Iru9ogP3Iy1zsANU1n
Found Out About You,Gin Blossoms,artist:gin track:found out about you,1p7w5NP0wxPZ7hXxC4fVB0
"(Meet) The Flintstones (From ""The Flintstones"")",The B.C. 52's,artist:the track: the flintstones ,
Player's Ball,OutKast,artist:outkast track:player's ball,1RXEb6UTxJ05RffnAWfUOE
Night In My Veins,Pretenders,artist:pretenders track:night in my veins,4jDXkAlsbb1LdhdvXCj0dU
Without You/Never Forget You,Mariah Carey,artist:mariah track:without you/never forget you,
"Streets Of Philadelphia (From ""Philadelphia"")",Bruce Springsteen,artist:bruce track:streets of philadelphia ,0oVSvrU612xkj7vbvbUAT2
Comin' On Strong,Sudden Change,artist:sudden track:comin' on strong,
Cleopatra's Cat,Spin Doctors,artist:spin track:cleopatra's cat,2XIqE0nhuX3GW8R45m7qEa
Low,Cracker,artist:cracker track:low,3zOvCNuRh0hX0Bua4eWJbs
You Know How We Do It,Ice Cube,artist:ice track:you know how we do it,2Ih217RCGAmyQR68Nn7Cqo
I Swear,John Michael Montgomery,artist:john track:i swear,7wIaLkbQzG6HMnE28etnif
Leaving Las Vegas,Sheryl Crow,artist:sheryl track:leaving las vegas,7j9ECHEBpA0BDWB30gB45p
Somethin' To Ride To (Fonky Expedition),The Conscious Daughters,artist:the track:somethin' to ride to ,2amTrpEAfs0ZeI5JjrpkWO
I Got Cha Opin,Black Moon,artist:black track:i got cha opin,4sAHukt0TkE08mpMNgNwcp
"The More You Ignore Me, The Closer I Get",Morrissey,"artist:morrissey track:the more you ignore me, the closer i get",24ECIWIixkpUizwCxbxxI4
Completely,Michael Bolton,artist:michael track:completely,1ZnwFwzQoFno1T2aYzVDmr
Bucktown,Smif-N-Wessun,artist:smif-n-wessun track:bucktown,5fyRqeycMofUoGmDis5Gu6
C.R.E.A.M. (Cash Rules Everything Around Me),Wu-Tang Clan,artist:wu-tang track:c.r.e.a.m. ,119c93MHjrDLJTApCVGpvx
"Hey D.J. (From ""Mi Vida Loca"")",Lighter Shade Of Brown,artist:lighter track:hey d.j. ,5IlvMPst0Agrezxb0lqta2
It's All Good,M.C. Hammer,artist:m.c. track:it's all good,4y2vzy436lUS1yWWQjUf9E
I Want You,Juliet Roberts,artist:juliet track:i want you,5Qm1qkNyvod9JczBVuiZgq
I Believe,The Sounds Of Blackness,artist:the track:i believe,756CJtQRFSxEx9jV4P9hpA
Breathe Again,Toni Braxton,artist:toni track:breathe again,1xFliXOpcu7E89AsDAZ7JV
Everyday,Phil Collins,artist:phil track:everyday,1TuC2upbvZ6Ae0VE4kj8dT
Gin And Juice,Snoop Doggy Dogg,artist:snoop track:gin and juice,0WKYRFtH6KKbaNWjsxqm70
Because Of Love,Janet Jackson,artist:janet track:because of love,40kJxdeSmQieEgTgShXumm
Leavin',Tony Toni Tone,artist:tony track:leavin',0hUcwyaNHdR9961jFWrIoX
Rock And Roll Dreams Come Through,Meat Loaf,artist:meat track:rock and roll dreams come through,452fSzvkB2A8FHVI4JKK2S
I've Been Thinking About You,Jocelyn Enriquez,artist:jocelyn track:i've been thinking about you,
Neon Moonlight,Rosco Martinez,artist:rosco track:neon moonlight,
El Trago (The Drink),2 In A Room,artist:2 track:el trago ,77PHqm2Wi6CG7SUjLov0k3
It Ain't Hard To Tell,Nas,artist:nas track:it ain't hard to tell,2CPturRUlpvirYr7VpkXCV
"The Right Time (From ""Four Weddings And A Funeral"")",I To I,artist:i track:the right time ,6RgyGaC0rufJFn2eo1qdYS
So Much In Love,All-4-One,artist:all-4-one track:so much in love,1J1Wz0UPt4NPp4MMwSJCcz
Cantaloop (Flip Fantasia),US3,artist:us3 track:cantaloop ,2AnTuxahfcAS7dGxGZnihY
Dunkie Butt (Please Please Please),12 Gauge,artist:12 track:dunkie butt ,
Groove Thang,Zhane,artist:zhane track:groove thang,5MiIyCJ1DYbWLdwWYzyNcJ
Stay,Eternal,artist:eternal track:stay,2SPFC3GXog3hBb24Ww9sFV
Dream On Dreamer,The Brand New Heavies,artist:the track:dream on dreamer,1EIl3D1fyxXRuzcUw3bxen
"Old Times' Sake (From ""Above The Rim"")",Sweet Sable,artist:sweet track:old times' sake ,5SeUX3qhW3924QqcK5vYz7
Because The Night,"10,000 Maniacs","artist:10,000 track:because the night",5VzvK7YiwWbRePA2JOzhYq
All That She Wants,Ace Of Base,artist:ace track:all that she wants,6kWJvPfC4DgUpRsXKNa9z9
Mother,Danzig,artist:danzig track:mother,7txxAtOMwLLnQTpKeBL6bp
Just Another Day,Queen Latifah,artist:queen track:just another day,48FC4RXepyOHJFTyFuQkm0
"Gonna Love You Right (From ""Sugar Hill"")",After 7,artist:after track:gonna love you right ,7HRgMVqZVtskCkVjjxI1sa
"Play My Funk (From ""Sugar Hill"")",Simple E,artist:simple track:play my funk ,
Hero,Mariah Carey,artist:mariah track:hero,4FCb4CUbFCMNRkI6lYc1zI
Having A Party,Rod Stewart,artist:rod track:having a party,2TBnYW00VGuNJk6xVQYEQe
I'm In The Mood,CeCe Peniston,artist:cece track:i'm in the mood,0hjx3sYz50K5GkuztxEeMt
"You Don't Love Me (No, No, No)",Dawn Penn,artist:dawn track:you don't love me ,0INtJm8gCJKtNaAYQNVlpZ
In Walked Love,Expose,artist:expose track:in walked love,5UzPgmMKEwsxZsQbwXQFkY
Mass Appeal,Gang Starr,artist:gang track:mass appeal,3lGBvPUgO7MJltUnBlOpe9
"Lullabye (Goodnight, My Angel)",Billy Joel,artist:billy track:lullabye ,4cURHmiuYii52BVbhrGbv0
Electric Relaxation (Relax Yourself Girl),A Tribe Called Quest,artist:a track:electric relaxation ,0eEXcw3JLVXcRxYrVYMy68
Mary Jane's Last Dance,Tom Petty And The Heartbreakers,artist:tom track:mary jane's last dance,5eYwDBLucWfWI5KsV7oYX2
Understanding,Xscape,artist:xscape track:understanding,4yKbbM56fLCxwR5CTH6QkP
Zunga Zeng,K7,artist:k7 track:zunga zeng,0XevPPcCBPovknaBw3lFvh
U Send Me Swingin',Mint Condition,artist:mint track:u send me swingin',1mC7u32zemMLC1mVOU02Pm
God,Tori Amos,artist:tori track:god,1ogJw5GkGgLaDdAmQOeOGh
Choose,Color Me Badd,artist:color track:choose,0E0TlFKdsgjCVtKJqqw3GK
I'm Outstanding,Shaquille O'Neal,artist:shaquille track:i'm outstanding,4oZ2airueiueZ7LEzU3AeI
"My Sharona (From ""Reality Bites"")",The Knack,artist:the track:my sharona ,1HOMkjp0nHMaTnfAkslCQj
Please Forgive Me,Bryan Adams,artist:bryan track:please forgive me,0ZJhQU5neADfzJhXVzZdoa
Laid,James,artist:james track:laid,2L8kaqJ2YHbKlcX1e1rKnf
No Doubt About It,Neal McCoy,artist:neal track:no doubt about it,2iehL6Q3m5NUDanDT2IKwT
My Love,Little Texas,artist:little track:my love,0x1mjEve6LgDbFqBO36p0X
Always On My Mind,SWV,artist:swv track:always on my mind,4zAxfkmJqsaHqFu1YPMS5a
Since I Don't Have You,Guns N' Roses,artist:guns track:since i don't have you,5sVf9kN90ScddiT3SdT9Qh
All For Love,Bryan Adams/Rod Stewart/Sting,artist:bryan track:all for love,3L9FyUdt9CouusMVHR1JVz
Amazing,Aerosmith,artist:aerosmith track:amazing,6beFuzSjwhOKFZp2aqYDdY
"I Can See Clearly Now (From ""Cool Runnings"")",Jimmy Cliff,artist:jimmy track:i can see clearly now ,7aJZxI6TVdIvQSuWxQ4rqp
Will You Be There (In The Morning),Heart,artist:heart track:will you be there ,78fh8ymSUdo9oWkShDZbT8
(Lay Your Head On My) Pillow,Tony Toni Tone,artist:tony track: pillow,
Funk Dat/Why Is It?,Sagat,artist:sagat track:funk dat/why is it?,2fTjkEmR1t7J4WICztg136
Dreams,Gabrielle ,artist:gabrielle track:dreams,3vmOVIUDPW2sMlZDIlij6O
Said I Loved You...But I Lied,Michael Bolton,artist:michael track:said i loved you...but i lied,2nfMrwg3aRhSAv4HX7IzJL
Cannonball,The Breeders,artist:the track:cannonball,2hjGuRIEfEGzQ5MEWLowiU
Papa'z Song,2Pac Duet With Mopreme,artist:2pac track:papa'z song,760V3x0EMnuuHFIXIIYP9H
I Like To Move It,Reel 2 Real Featuring The Mad Stuntman,artist:reel track:i like to move it,4VPuE2QaXfl5PvCDSmD2S9
On And On,Shyheim,artist:shyheim track:on and on,5eqxRVBrzSXdDOScpcRf84
Sweet Lullaby,Deep Forest,artist:deep track:sweet lullaby,296LLoTxwWIBUpsoHb28Cr
Cry For You,Jodeci,artist:jodeci track:cry for you,3RNvMhYFEwpCgPnDGKR5MB
Can We Talk,Tevin Campbell,artist:tevin track:can we talk,6a5jHgwqYMk9wlYJYfs3c9
U.N.I.T.Y.,Queen Latifah,artist:queen track:u.n.i.t.y.,3mmbJnh1L94Zl8QZcUTq39
Getto Jam,Domino,artist:domino track:getto jam,2aBTni2iaGVsCEp74wVQjv
I'll Be Loving You,Collage,artist:collage track:i'll be loving you,0HznAaWAq5FRLnLyKNf9Tv
"A Deeper Love (From ""Sister Act 2"")",Aretha Franklin,artist:aretha track:a deeper love ,63S7TdxFG0ZlpUjIk6UFKV
Life (Everybody Needs Somebody To Love),Haddaway,artist:haddaway track:life ,2TAjnJNF1uDOrujnnEzCeL
Linger,The Cranberries,artist:the track:linger,0gEyKnHvgkrkBM6fbeHdwK
What Might Have Been,Little Texas,artist:little track:what might have been,04F6rARD2mv4JiT8WglIDz
Miss You In A Heartbeat,Def Leppard,artist:def track:miss you in a heartbeat,47jRWT09YkhZXJMuGBYkpb
Don't Go Breaking My Heart,Elton John & RuPaul,artist:elton track:don't go breaking my heart,3Oa9AekIq67UBax1H9bXp6
Ain't Seen Love Like That,Mr. Big,artist:mr. track:ain't seen love like that,0Np00vOtVvqZpHqEyYylAs
Shoop,Salt-N-Pepa,artist:salt-n-pepa track:shoop,2c7H254xlKoGhmZT194C0T
Again,Janet Jackson,artist:janet track:again,1GrikfH0jDejDvrxo84n4P
Never Keeping Secrets,Babyface,artist:babyface track:never keeping secrets,7L06pF5o819jflseQ4Wde5
March Of The Pigs,Nine Inch Nails,artist:nine track:march of the pigs,2Ad7XA54Jw0YyBF5rjiFyl
What's My Name?,Snoop Dogg,artist:snoop track:what's my name?,5XhkV07Vou38wnrzwURUOC
You Don't Have To Worry,Mary J. Blige,artist:mary track:you don't have to worry,5SpezzhEoGUpUgaRc7vMOm
Mr. Vain,Culture Beat,artist:culture track:mr. vain,4ih3dyFZoeTdaeJW9mPbOI
All About Soul,Billy Joel,artist:billy track:all about soul,00p615Q4EFYMIAr055wqRu
Goody Goody,Lisette Melendez,artist:lisette track:goody goody,4cFgJuUu4hkwJLB7bBYqoL
Heaven Help/Spinning Around Over You,Lenny Kravitz,artist:lenny track:heaven help/spinning around over you,
Betcha'll Never Find,Chantay Savage,artist:chantay track:betcha'll never find,
Rock My World (Little Country Girl),Brooks & Dunn,artist:brooks track:rock my world ,3sZ8bjYNRyLe6VccV8znB0
Keep Ya Head Up,2Pac,artist:2pac track:keep ya head up,0XRbYXQUymj9SJkrr8YK5B
Slow And Easy,Zapp & Roger,artist:zapp track:slow and easy,1gx8WJB0qTpA1nxKloIaQ6
If That's Your Boyfriend (He Wasn't Last Night),MeShell Ndegeocello,artist:meshell track:if that's your boyfriend ,7vx3QnBgX1RpmMATFIiNA3
"Stay (Faraway, So Close!)",U2,artist:u2 track:stay ,1E1ylgIWTW2yE0glywYLb6
Big Time Sensuality,Bjork,artist:bjork track:big time sensuality,0X0LTI0MQG9S3FLSUvjrj5
Sound Of Da Police,KRS-One,artist:krs-one track:sound of da police,3Y6XWs8xMlCngyIxNOFnsp
Jessie,Joshua Kadison,artist:joshua track:jessie,4n8iSiSWRdaSeSpJMbdk9O
Award Tour,A Tribe Called Quest,artist:a track:award tour,5YTM7OgQDt9EJAYcfHLniJ
John Deere Green,Joe Diffie,artist:joe track:john deere green,2ZXsvL9DO2MPv43Ay1IxgR
Time And Chance,Color Me Badd,artist:color track:time and chance,20DRw0Qh9ges1gjlMI8eKM
One On One,To Be Continued...,artist:to track:one on one,1uZ9YcuHkxbeAPaDuNvcn7
Sex Me (Parts I & II),R. Kelly,artist:r. track:sex me ,2cTOlcHulTsu9i0JjLgI42
Tryin' To Get Over You,Vince Gill,artist:vince track:tryin' to get over you,2rKtSHDkql7aZuWKUdSylq
(I Know I Got) Skillz, Shaquille O'Neal,artist:shaquille track: skillz,
Money In The Ghetto,Too $hort,artist:too track:money in the ghetto,0aMhtRysxPRDSYtY1E1rwt
Gangsta Lean,DRS,artist:drs track:gangsta lean,7FsrQ9ioJZuTJ9S1ANyl0d
Dirty Dawg,NKOTB,artist:nkotb track:dirty dawg,
"Never Should've Let You Go (From ""Sister Act 2"")",Hi-Five,artist:hi-five track:never should've let you go ,0MAN1rfwKRlzjltPho8opa
"Family Affair (From ""Addams Family Values"")",Shabba Ranks Featuring Patra And Terri & Monica,artist:shabba track:family affair ,
I Never Knew Love,Doug Stone,artist:doug track:i never knew love,6XqmK1chyZI0FqM44k5IYH
Real Muthaphuckkin G's,Eazy-E,artist:eazy-e track:real muthaphuckkin g's,53BZ6XygAoubR5DU5w38Vq
Give It Up,The Goodmen,artist:the track:give it up,3yDhZq8f17SmumVmEyCaRN
Krazy,Blackgirl,artist:blackgirl track:krazy,
Runaway Love,Johnny O,artist:johnny track:runaway love,6yOCahmiHVwH87dlJtdQzy
Dreamlover,Mariah Carey,artist:mariah track:dreamlover,6HcQZfMrw3KwGyzrKw1Pjy
What Is Love,Haddaway,artist:haddaway track:what is love,4v6jydWBTAIqnyPVNyOAdc
Wild World,Mr. Big,artist:mr. track:wild world,2kj5f1eRhUFhW6K0qUwoD8
Higher Ground,UB40,artist:ub40 track:higher ground,3mDoAC8R1miOQ6Ld1NkAYH
Yours,Shai,artist:shai track:yours,3xSu3S8v206qwhob9N2LGJ
Boom Shak A-Tack,Born Jamericans,artist:born track:boom shak a-tack,4L0JH42JwC8EgB2RnuTRKq
Both Sides Of The Story,Phil Collins,artist:phil track:both sides of the story,4cf7GM8kOiqc0KwDn3GxRa
We Ain't Goin' Out Like That,Cypress Hill,artist:cypress track:we ain't goin' out like that,
Come Clean,Jeru The Damaja,artist:jeru track:come clean,4kH2kmDkBe2fGIyPQnv3L5
I'd Do Anything For Love (But I Won't Do That),Meat Loaf,artist:meat track:i'd do anything for love ,391CwgcBxvUHmEKda2b5In
Fast As You,Dwight Yoakam,artist:dwight track:fast as you,6FevJcaJvt5EvsHnuJHBnb
True Love,Elton John & Kiki Dee,artist:elton track:true love,29fHcxBJttC2OIUCYGs77I
Sentimental,Kenny G,artist:kenny track:sentimental,5I7uF6AdRy5SbtHE6k1QJo
Into Your Arms,The Lemonheads,artist:the track:into your arms,2rD9tU2bws0PgOPsI6aIZo
Just Kickin' It,Xscape,artist:xscape track:just kickin' it,51RvCRzeTqoQgdOBgcpHtT
Hey Mr. D.J.,Zhane,artist:zhane track:hey mr. d.j.,6dEs3CH2goHCTR6XCTctVd
Anniversary,Tony Toni Tone,artist:tony track:anniversary,6PViGgcsQhLPSkMxgoRWLl
"I Love Music (From ""Carlito's Way"")",Rozalla,artist:rozalla track:i love music ,7bf3WkBlgMvE2n0F96LQja
I'm In Love,Lisa Keith,artist:lisa track:i'm in love,4UGISJebNXnZdoTcL0wsrb
"Indo Smoke (From ""Poetic Justice"")",Mista Grimm,artist:mista track:indo smoke ,63KcYWznO0w3J5wymiT9QK
Really Doe,Ice Cube,artist:ice track:really doe,1P1drZCIcMAqTMbO2DzImN
Looking For Mr. Do Right,Jade,artist:jade track:looking for mr. do right,6yosQszs2pOEkmGKOqagmN
The River Of Dreams,Billy Joel,artist:billy track:the river of dreams,30qVCFYKBtAENjTIBA8FPZ
Freakit,Das EFX,artist:das track:freakit,1A4DjgWzJ839VdFCKE5hBD
Rubberband Girl,Kate Bush,artist:kate track:rubberband girl,6d77bS8aW1nnIoAbyMTri1
God Blessed Texas,Little Texas,artist:little track:god blessed texas,4qkshp4FWe0msInDWTbBlR
No Rain,Blind Melon,artist:blind track:no rain,6txWz9UapYHVxEd7dDIHXT
Come Baby Come,K7,artist:k7 track:come baby come,0Y6z0WSMQpTpj4kQArPnmK
Cryin',Aerosmith,artist:aerosmith track:cryin',0NJC0FDCODpPUntRTTQq97
Sweat (A La La La La Long),Inner Circle,artist:inner track:sweat ,1SssFw74DdHVjRa6ADggdD
If,Janet Jackson,artist:janet track:if,0t414ewhjcIiuPVF3QECz2
"Two Steps Behind (From ""Last Action Hero"")",Def Leppard,artist:def track:two steps behind ,0ly3gd4q8s8xZlTpVXANKs
Let It Snow,Boyz II Men,artist:boyz track:let it snow,5jFiyUs5R6kHuKbAs0ZU2s
Everybody Hurts,R.E.M.,artist:r.e.m. track:everybody hurts,6PypGyiu0Y2lCDBN1XZEnP
Let Me Ride,Dr. Dre,artist:dr. track:let me ride,38fSZFkp1m2ZdfGrDW9eE7
The Song Remembers When,Trisha Yearwood,artist:trisha track:the song remembers when,4dS7TYCTGKyhs9ZDt8iPcT
Here Come The Lords,Lords Of The Underground,artist:lords track:here come the lords,5RK7cBkPvATJ9f7XMXoaBl
Come Inside,Intro,artist:intro track:come inside,1XX4xX9rrdaomm4RxAJjZW
Hopelessly,Rick Astley,artist:rick track:hopelessly,2sZX1XaQOGaOZEQLCzRkCU
Addams Family (Whoomp!),Tag Team,artist:tag track:addams family ,
What's It To You,Clay Walker,artist:clay track:what's it to you,346GCw2msr77HA5I5NFsKS
I'm Looking For The One (To Be With Me),Jazzy Jeff & The Fresh Prince,artist:jazzy track:i'm looking for the one ,4F2T4Jm9OuJO3MGkVWAr8t
As Long As I Can Dream,Expose,artist:expose track:as long as i can dream,2WukpFZIJd3HiF0Aos3eXE
"Soul To Squeeze (From ""Coneheads"")",Red Hot Chili Peppers,artist:red track:soul to squeeze ,3arKRnq9OUd7yq6LRwVW8I
Method Man,Wu-Tang Clan,artist:wu-tang track:method man,5XLC8xoqyua4U7wJiZAWik
93 'til Infinity,Souls Of Mischief,artist:souls track:93 'til infinity,0PV1TFUMTBrDETzW6KQulB
Push The Feeling On,Nightcrawlers,artist:nightcrawlers track:push the feeling on,41dRRQlEg3nSKiSAvj46W8
Send Me A Lover,Taylor Dayne,artist:taylor track:send me a lover,0WBbBMPdQwAMbPUeCJzmai
Better Than You,Lisa Keith,artist:lisa track:better than you,5Cxhu5Kfhix9XYg107U4Kc
Yolanda,Reality,artist:reality track:yolanda,2NmuKEzmz0mb93NkEbTsuS
Another Sad Love Song,Toni Braxton,artist:toni track:another sad love song,70iDnqYvxCPl3mPd3ddxgD
Reason To Believe,Rod Stewart,artist:rod track:reason to believe,6x5sduIWAaaM0dcWPYcNAF
Love For Love,Robin S.,artist:robin track:love for love,47iKV0KlcvlflSsrCPD3TQ
I'm Real,Kris Kross,artist:kris track:i'm real,05ubQfyYkjNn0yycGKLTDx
Foreplay,RAab,artist:raab track:foreplay,4HKMlBeb76AeBAnUwTNGoB
Something In Your Eyes,Bell Biv DeVoe,artist:bell track:something in your eyes,6x62R3fzn2mDGNzyFtiOKT
Rock With You,Inner Circle,artist:inner track:rock with you,
Same Ol' Shit,MC Ren,artist:mc track:same ol' shit,
Hey Jealousy,Gin Blossoms,artist:gin track:hey jealousy,1ZoHRnS5U4m7V5pgvFiK1N
I Get Around,2Pac,artist:2pac track:i get around,4voEoczU7Ijborps9XF1n3
Fields Of Gray,Bruce Hornsby,artist:bruce track:fields of gray,7t5xZo0fUxFAU8B8LMo49R
Human Wheels,John Mellencamp,artist:john track:human wheels,6khJzYVUHQ2WRwoc6SQ5hR
Runaway Love,En Vogue Featuring FMOB,artist:en track:runaway love,0hXIFvu87dKASGvaLazAjf
Boom! Shake The Room,Jazzy Jeff & The Fresh Prince,artist:jazzy track:boom! shake the room,5ZDL1Ap2Mwhk5xhmQ41Ei2
Paying The Price Of Love,Bee Gees,artist:bee track:paying the price of love,33Z1BRngcyzyEYo3lRQY8H
Right Here (Human Nature)/Downtown,SWV,artist:swv track:right here /downtown,
Check Yo Self,Ice Cube Featuring Das EFX,artist:ice track:check yo self,3NGT0Td7H4Is1qrlDQJxma
Nothing 'Bout Me,Sting,artist:sting track:nothing 'bout me,71F5ohXgmwRYZYBgEGnU2j
"Easy Come, Easy Go",George Strait,"artist:george track:easy come, easy go",0hqXlHVE94CTwXXWRdikbY
Runaway Train,Soul Asylum,artist:soul track:runaway train,3TW48DvQ7ChwY1Yy1tkMaP
Rain,Madonna,artist:madonna track:rain,3b3PnE1ROIZzILjmCGjVib
Commitment Of The Heart,Clive Griffin,artist:clive track:commitment of the heart,
Oh Carolina,Shaggy,artist:shaggy track:oh carolina,6uufzRkA8oCsvnz2QSoJ4J
Stay Real,Erick Sermon,artist:erick track:stay real,6jaj4k0LwFLy1q54TXZZpZ
Alright,Kris Kross Featuring Supercat,artist:kris track:alright,3uGjLZ5abCyCfYXBVfpf8X
Jimmy Olsen's Blues,Spin Doctors,artist:spin track:jimmy olsen's blues,7qvQ7DE4y66arCPiPMDCOL
