title,artist,query,spotify_id
I Don't Want To Take A Chance,Mary Wells,artist:mary track:i don't want to take a chance,3p2xLi4pxWf81NeuBKhR6E
Lonely Street,Clarence Henry,artist:clarence track:lonely street,0AtNBjC1BaXfzOroTktr7s
I'm A Telling You,Jerry Butler,artist:jerry track:i'm a telling you,6LH3R2K7clxju5NTLgtBEl
Romeo,Janie Grant,artist:janie track:romeo,59VGlZTbkRf0mnRr5Dmr9F
Donald Where's Your Troosers?,Andy Stewart,artist:andy track:donald where's your troosers?,3SwmZiAO3Wg8sBToX47fWJ
Starlight,The Preludes Five,artist:preludes track:starlight,5CowQAL6ZGrQrcaRMuMjHF
(Theme From) Silver City,The Ventures,artist:ventures track: silver city,
"Well-A, Well-A",Shirley & Lee,"artist:shirley track:well-a, well-a",7j5rfGGKV2RImnE8UvgdfK
I Can't Take It,Mary Ann Fisher,artist:mary track:i can't take it,20EBwxE4rgqoKudyUCkFFA
Pitter-Patter,The Four Sportsmen,artist:four track:pitter-patter,1JCgRCGu6iAFQa9GdmqvuT
Dum Dum,Brenda Lee,artist:brenda track:dum dum,1im7v5BkXoN8Ef2aG2MZnr
Together,Connie Francis,artist:connie track:together,0L8Y99Kr4cm8fjZSSMF0gv
Back Beat No. 1,The Rondels,artist:rondels track:back beat no. 1,0LoIHBv3wNztv4w8jwfJ9l
Princess,Frank Gari,artist:frank track:princess,0hmSjhMP7wdHyOvdPnCka3
San-Ho-Zay,Freddy King,artist:freddy track:san-ho-zay,6qmwT1KQsQmDro3xF8D69k
Nothing But Good,Hank Ballard And The Midnighters,artist:hank track:nothing but good,3xlgpP7OgxMAinF75PN84h
"Big River, Big Man",Claude King,"artist:claude track:big river, big man",7HvbOpVIK0sLHOl4cyYWDA
You're The Reason,Joe South,artist:joe track:you're the reason,2xNWRroZsJp26OSxyJg75r
Right Or Wrong,Wanda Jackson,artist:wanda track:right or wrong,7fApvo3GabRhZnX9KA5u0q
Never On Sunday,The Chordettes,artist:chordettes track:never on sunday,5u18XA6S3bSLLz3abwpdA3
One Summer Night,The Diamonds,artist:diamonds track:one summer night,2R1dWrAui9SnB7fYqW7Ww5
I'll Be There,Damita Jo,artist:damita track:i'll be there,2F3wtLmXauo2Sg11HKOU8s
Hats Off To Larry,Del Shannon,artist:del track:hats off to larry,0D2u4bYmaBB5dv1eiFzpqV
Hully Gully Again,Little Caesar and The Romans,artist:little track:hully gully again,5A2NpwEz8Vef5VCgbcbjkj
A Thing Of The Past,The Shirelles,artist:shirelles track:a thing of the past,7yg0J6AuFKGF78mmy1req3
Teardrops In My Heart,Joe Barry,artist:joe track:teardrops in my heart,5ABQptv4qIOJGiOStSO10R
My Kind Of Girl,Matt Monro,artist:matt track:my kind of girl,34bgq80JYegTuxWouTaq6p
Quarter To Three,U.S. Bonds,artist:u.s. track:quarter to three,7aHn8rGeEGkDkQiUV0DpW1
Black Land Farmer,Wink Martindale,artist:wink track:black land farmer,
My Heart's On Fire,Billy Bland,artist:billy track:my heart's on fire,5Y5RUK1UJOqa0PxnPwKsnp
The Boll Weevil Song,Brook Benton,artist:brook track:the boll weevil song,72KXKD7XAPrmMxjKVSGJF5
Don't Forget I Love You,The Butanes,artist:butanes track:don't forget i love you,6pOsUVN6qGks4hU7XFpN0N
Quite A Party,The Fireballs,artist:fireballs track:quite a party,1VRNzpqIpIrYjOGQSDZv9G
Runaround,The Regents,artist:regents track:runaround,
Cupid,Sam Cooke,artist:sam track:cupid,6VuO6xcpSeeLfqBo4ePbkw
Please Stay,The Drifters,artist:drifters track:please stay,1vbmdeXAV4fXR12I5FR5tD
San Antonio Rose,Floyd Cramer,artist:floyd track:san antonio rose,0WnESCgrJ4XBxlsnHMECtl
A Tear,Gene McDaniels,artist:gene track:a tear,0x1NTc1XPDkuehl3Xsm9eR
I Never Knew,Clyde McPhatter,artist:clyde track:i never knew,2EA4FAs7NDXbADRlPQWP2y
The Charleston,Ernie Fields,artist:ernie track:the charleston,4Fydu6D9Fk3LDYl3G53Ze5
Tears On My Pillow,The McGuire Sisters,artist:mcguire track:tears on my pillow,
Time Was,The Flamingos,artist:flamingos track:time was,6DvxDtsae2rrcFQbtPiWP7
What A Sweet Thing That Was,The Shirelles,artist:shirelles track:what a sweet thing that was,25COOLRY0eDsf5RGzDoQNG
Peanuts,Rick And The Keens,artist:rick track:peanuts,450Srl1AR2FC8Xr7xFgBMo
Mr. Happiness,Johnny Maestro with The Coeds,artist:johnny track:mr. happiness,
Girls Girls Girls (Part II),The Coasters,artist:coasters track:girls girls girls ,4SPtuskN0gzxkXGhOU2ZIc
Yellow Bird,Arthur Lyman Group,artist:arthur track:yellow bird,3KOC0porpfAeFFYuA4d73z
Sacred,The Castells,artist:castells track:sacred,4vmoa09Li5CARmk5voKXTt
That's What Girls Are Made For,The Spinners,artist:spinners track:that's what girls are made for,4vEvKZGKjflCYTPLhGwrxz
Raindrops,Dee Clark,artist:dee track:raindrops,3sUrRx5olZ46KT6JWqG4EI
Mighty Good Lovin',The Miracles,artist:miracles track:mighty good lovin',0is2GaJpvkJf6EuWi2gVuM
"No, No, No",The Chanters,"artist:chanters track:no, no, no",5oanIJF0TmufRltjUxcdXJ
The Fish,Bobby Rydell,artist:bobby track:the fish,
The Guns Of Navarone,Joe Reisman Orch. & Chorus,artist:joe track:the guns of navarone,
"Run, Run, Run",Ronny Douglas,"artist:ronny track:run, run, run",7ovSUamSWdqIqV7vIv5KwH
My Claire De Lune,Steve Lawrence,artist:steve track:my claire de lune,0fkfQZVk2r72jFLEQg60zX
If,The Paragons,artist:paragons track:if,3TX4LYL1VNKAfASr9rUP02
Here In My Heart,Al Martino,artist:al track:here in my heart,0AwZRPEUFyZxpVnCIAi5ZF
Dedicated (To The Songs I Love),The 3 Friends,artist:3 track:dedicated ,3Vx03HDUwZKwmNSQjixaLQ
In Time,Steve Lawrence,artist:steve track:in time,1gRxB72Kj8C8DCo9GgE3Hl
The Switch-A-Roo,Hank Ballard And The Midnighters,artist:hank track:the switch-a-roo,5gg9SziFB2uqcH9AjE2nQG
Moody River,Pat Boone,artist:pat track:moody river,3JhwxN5fPtpWh8O4qCBjYO
Every Beat Of My Heart,Pips,artist:pips track:every beat of my heart,7mRhKvSuAN0QF9Fpv1OMr4
Travelin' Man,Ricky Nelson,artist:ricky track:travelin' man,2jc4wyf3ys0zKCpxHRjEYx
Better Tell Him No,The Starlets,artist:starlets track:better tell him no,5tscs7pvEkhPtZS2Bi1Q0p
Hello Mary Lou,Ricky Nelson,artist:ricky track:hello mary lou,0IMS1Za69G3KHMX4liB2Nr
Should I,The String-A-Longs,artist:string-a-longs track:should i,57gotgcjW2EQ9m6il5qbsl
You Can't Sit Down Part 2,Philip Upchurch Combo,artist:philip track:you can't sit down part 2,
Ready For Your Love,Shep And The Limelites,artist:shep track:ready for your love,2HfubD0V3vBBeV4wfu2gIm
Heart And Soul,Jan & Dean,artist:jan track:heart and soul,5OtJxpKGhfZMPi6T2vEhjo
The Girl's A Devil,The Dukays,artist:dukays track:the girl's a devil,
What Would You Do?,Jim Reeves,artist:jim track:what would you do?,6R3slT6kCgRcCM6Wqr3i7W
Take A Fool's Advice,Nat King Cole,artist:nat track:take a fool's advice,3jHjhvyYmuyNmZilVONE59
Lovedrops,Mickey & Sylvia,artist:mickey track:lovedrops,
The Bells Are Ringing,The Van Dykes,artist:van track:the bells are ringing,0Q6ylLJT5NaIKnLDeyOxp8
Running Scared,Roy Orbison,artist:roy track:running scared,6sbj89WozjblBMa5u41orw
Tell Me Why,The Belmonts,artist:belmonts track:tell me why,7mogqg1O2pjRnQ85E5phHt
I'm Comin' On On Back To You,Jackie Wilson,artist:jackie track:i'm comin' on on back to you,4jrKFHE30YVU8JrvzAuNRE
Bobby,Neil Scott,artist:neil track:bobby,4ArSBkbq0EXIf53w8cEjmu
You'll Answer To Me, Patti Page,artist:patti track:you'll answer to me,
Dance On Little Girl,Paul Anka,artist:paul track:dance on little girl,7hicCfvTRlRjkrHYim5Gp4
My Memories Of You,Donnie and The Dreamers,artist:donnie track:my memories of you,37eJwYZ7iZitHfQyucv0PA
La Dolce Vita (The Sweet Life),Ray Ellis And His Orchestra,artist:ray track:la dolce vita ,7pXxMPdZKZKjoRglF7kK3J
Black Land Farmer,Frankie Miller,artist:frankie track:black land farmer,
Now You Know,Little Willie John,artist:little track:now you know,5G7v4cNarbzXL9DC3hcNVx
All I Have To Do Is Dream,The Everly Brothers,artist:everly track:all i have to do is dream,7dblNGnRXEBrVJunazs2U5
Those Oldies But Goodies (Remind Me Of You),Little Caesar and The Romans,artist:little track:those oldies but goodies ,0JOerxmcpa7EUxV0yn2ir0
The Writing On The Wall,Adam Wade,artist:adam track:the writing on the wall,4ECyERuKQUKEhtQGpoKKwi
Heart And Soul,The Cleftones,artist:cleftones track:heart and soul,5XoYj1BbiLSzBjhPoMv09C
Tonight (Could Be The Night),The Velvets featuring Virgil Johnson,artist:velvets track:tonight ,0SQ8xYK6RFho31zssoUXMB
Three Hearts In A Tangle,Roy Drusky,artist:roy track:three hearts in a tangle,7yQttsqzo0g6RJbgYUElxJ
Rainin' In My Heart,Slim Harpo,artist:slim track:rainin' in my heart,6ajiKxhJVW5Xbw8zmGrPJ3
The Graduation Song... Pomp And Circumstance,Adrian Kimberly,artist:adrian track:the graduation song... pomp and circumstance,
Too Many Rules,Connie Francis,artist:connie track:too many rules,
Tender Years,George Jones,artist:george track:tender years,5Bo8GcqMqyOEpP9voXkara
Granada,Frank Sinatra,artist:frank track:granada,2C1ItJ7G62AJyBje9WBpfW
It Keeps Rainin',Fats Domino,artist:fats track:it keeps rainin',5HWQEMf27wOTGRD8Q8pihz
Ole Buttermilk Sky,Bill Black's Combo ,artist:bill track:ole buttermilk sky,7KINnXORWnM4NeNwrEqlTH
Drivin' Home,Duane Eddy And The Rebels,artist:duane track:drivin' home,3j91I4mTwlzSY6SYP0kehb
Te-Ta-Te-Ta-Ta,Ernie K-Doe,artist:ernie track:te-ta-te-ta-ta,05M5GJlDSyVHS6zxV5AY3k
You Always Hurt The One You Love,Clarence Henry,artist:clarence track:you always hurt the one you love,10VOuKocwIkaBRqppD4EnN
Nature Boy,Bobby Darin,artist:bobby track:nature boy,2ziQBKfX3Hvcz0wE2zmYFT
Hello Walls,Faron Young,artist:faron track:hello walls,4dim8F8t01qimHOmr6S3Gd
Mom And Dad's Waltz,Patti Page,artist:patti track:mom and dad's waltz,
Watch Your Step,Bobby Parker,artist:bobby track:watch your step,1uhm03Mco8BvXcucnLRtGA
Never On Sunday,Don Costa And His Orchestra And Chorus,artist:don track:never on sunday,0yylmaumvqsD6cOtQwFVmj
Barbara-Ann,The Regents,artist:regents track:barbara-ann,1YfWi0K6bFo0so3M7Thw0G
Eventually,Brenda Lee,artist:brenda track:eventually,
Joanie,Frankie Calen,artist:frankie track:joanie,3Aq3KkxoTxcTApZASmfMsk
I've Got News For You,Ray Charles,artist:ray track:i've got news for you,1tla0rDbATUYAE8vODq4X1
Fool That I Am,Etta James,artist:etta track:fool that i am,5vbDpg7ygVgYX0e2IwHkp4
Wishin' On A Rainbow,Phill Wilson,artist:phill track:wishin' on a rainbow,
Peanut Butter,The Marathons,artist:marathons track:peanut butter,5yL4zWTjLh3zJMXpU8hM1b
Jura (I Swear I Love You),Les Paul And Mary Ford,artist:les track:jura ,42Fbr7wVUZQlmlvt7lhSQZ
Rama Lama Ding Dong,The Edsels,artist:edsels track:rama lama ding dong,3MfO2eMTwf5LLyMqjwGXLl
Yellow Bird,Lawrence Welk And His Orchestra,artist:lawrence track:yellow bird,249ID0JGSWSC6LZdBfxk30
Dream,Etta James,artist:etta track:dream,4rqHqtar4uKmHRYgAs2qN3
Little Egypt (Ying-Yang),The Coasters,artist:coasters track:little egypt ,2zXOV0ot7bh5P9d1bxZcu7
Blue Tomorrow,Billy Vaughn And His Orchestra,artist:billy track:blue tomorrow,
Point Of No Return,Adam Wade,artist:adam track:point of no return,0WW1J1IvorNQwz4L8Yht6A
I Feel So Bad,Elvis Presley,artist:elvis track:i feel so bad,42X4AMue61nbWRF7VGIbSz
Boogie Woogie,B. Bumble & The Stingers,artist:b. track:boogie woogie,0aa4frPXLx96nl0DRwxrdX
I'm A Fool To Care,Joe Barry,artist:joe track:i'm a fool to care,1AAdKu7KRorajbdTqRmbGB
Temptation,The Everly Brothers,artist:everly track:temptation,0jjPYKq66QDiu9Ydl3Gumq
Wild In The Country,Elvis Presley With The Jordanaires,artist:elvis track:wild in the country,2C17Yxj3V6ITiNlspPWTh4
I Don't Mind,James Brown And The Famous Flames,artist:james track:i don't mind,6SgoxJeIZgWqKwSNQJq83Z
Count Every Star,Donnie and The Dreamers,artist:donnie track:count every star,5xRpM1Rdtsd0C2DutYq4Wx
Tragedy,The Fleetwoods,artist:fleetwoods track:tragedy,7r60cjhpBJxUuU631Q5YGd
A Scottish Soldier (Green Hills of Tyrol),Andy Stewart,artist:andy track:a scottish soldier ,3JmpZmKIVkeWmxBvHn8RoF
Hold Back The Tears,The Delacardos,artist:delacardos track:hold back the tears,3vG4lsDvJHM6C7hrOauKqg
Daydreams,Johnny Crawford,artist:johnny track:daydreams,1vHK496r8mzXkvDiCeKw4m
"(Theme From) ""Goodbye Again""",Ferrante & Teicher,"artist:ferrante track: ""goodbye again""",
I'll Never Be Free,Kay Starr,artist:kay track:i'll never be free,0KnD456yC5JuweN932Ems3
Broken Hearted,The Miracles,artist:miracles track:broken hearted,7GMXk8MZZ5FR0aVKvKIWyA
Daddy's Home,Shep And The Limelites,artist:shep track:daddy's home,6pLYCkA0j6dcjMSP4IrgxW
A Hundred Pounds Of Clay,Gene McDaniels,artist:gene track:a hundred pounds of clay,2WRPCPMu1Qadq0J7Af8aCC
Mother-In-Law,Ernie K-Doe,artist:ernie track:mother-in-law,6rN6xdKMu0dWnsKNePZItp
Little Devil,Neil Sedaka,artist:neil track:little devil,4QC7vy5Oq4LKxhdPAnUJxc
Mama Said,The Shirelles,artist:shirelles track:mama said,5sGeyWYDvUIF7QjERNCY7L
Runaway,Del Shannon,artist:del track:runaway,5atADx3A4riT9TYKcf0JUQ
Stick With Me Baby,The Everly Brothers,artist:everly track:stick with me baby,0bq0y219Yxio1hDSk1q7lk
Girl Of My Best Friend,Ral Donner,artist:ral track:girl of my best friend,1WYn7Ez9NW1R9lYyZMW3XT
Lullaby Of Love,Frank Gari,artist:frank track:lullaby of love,2trtfYDaBD7gSsMVI3xjHn
Every Beat Of My Heart,Gladys Knight And The Pips,artist:gladys track:every beat of my heart,7mRhKvSuAN0QF9Fpv1OMr4
The Bilbao Song,Andy Williams,artist:andy track:the bilbao song,
The Lonely Crowd,Teddy Vann,artist:teddy track:the lonely crowd,
I'm Gonna Move To The Outskirts Of Town,Ray Charles,artist:ray track:i'm gonna move to the outskirts of town,6Kb7YCmwoFGzbAXBSUWNTv
Sad Eyes (Don't You Cry),The Echoes,artist:echoes track:sad eyes ,27liy9irlAusbfIBGdmVUw
Jimmy Martinez,Marty Robbins,artist:marty track:jimmy martinez,
Nobody Cares (about me),Jeanette (Baby) Washington,artist:jeanette track:nobody cares ,
Anna,Jorgen Ingmann & His Guitar,artist:jorgen track:anna,2aSWWcr0Z3C7UWGJ37jH6H
Breakin' In A Brand New Broken Heart,Connie Francis,artist:connie track:breakin' in a brand new broken heart,0ds2rN7mo1A22bNSatksAq
Triangle,Janie Grant,artist:janie track:triangle,03X56OrDOejgWEz5bVX1gJ
What A Surprise,Johnny Maestro The Voice Of The Crests,artist:johnny track:what a surprise,50MFxuJzGbrecVGQCefVfh
Halfway To Paradise,Tony Orlando,artist:tony track:halfway to paradise,1hD9YHOXCbRQCPFGD5bJrR
Exodus,Eddie Harris,artist:eddie track:exodus,35h5WR17DqnV6sNP2tYtW9
Portrait Of My Love,Steve Lawrence,artist:steve track:portrait of my love,46DlMZSeM4tvJnmizApvK8
The Wayward Wind,Gogi Grant,artist:gogi track:the wayward wind,2VqsUEpRPvgiiBdsBuQrJz
That Old Black Magic,Bobby Rydell,artist:bobby track:that old black magic,7K5CKprjeXQTbe1tw4eAOh
How Many Tears,Bobby Vee,artist:bobby track:how many tears,2RyjckhJBJcYp4Q0NQDou0
Buzz Buzz A-Diddle-It,Freddy Cannon,artist:freddy track:buzz buzz a-diddle-it,046Ob1UgXlcBBlJLmhfIpw
The Float,Hank Ballard And The Midnighters,artist:hank track:the float,4utfRUC5RBaa9a1UcKJf6L
Dooley,The Olympics,artist:olympics track:dooley,0HxG43JHzmyIuKyEVwj12V
I've Told Every Little Star,Linda Scott,artist:linda track:i've told every little star,3WYhkNYK5opOjN6i9cxKDt
You Can Depend On Me,Brenda Lee,artist:brenda track:you can depend on me,3w7gFzcYchkz5SOF7Ay1rY
A Love Of My Own,Carla Thomas,artist:carla track:a love of my own,5RmFLhiJu0U2m28BeFC8Jy
Take Good Care Of Her,Adam Wade,artist:adam track:take good care of her,0XkuWDNnWDOZbGlZFGWMLO
Just For Old Time's Sake,The McGuire Sisters,artist:mcguire track:just for old time's sake,2Oy8RjlzGSZuNtmnqTHQq2
Big Big World,Johnny Burnette,artist:johnny track:big big world,2IlixBikcetbEkhRZb0S19
Big Boss Man,Jimmy Reed,artist:jimmy track:big boss man,4qrrz2Pd8hMpPyIKSscyNs
Lonely Life,Jackie Wilson,artist:jackie track:lonely life,
Milord,Teresa Brewer,artist:teresa track:milord,5C0W3pVo4NhIORE5fKuMzi
Summertime,The Marcels,artist:marcels track:summertime,6HdhIt3JLIPUJDUU9yuXdk
Miss Fine,The New Yorkers,artist:new track:miss fine,4NjOoRKbW7wcXBZulDfark
Lonesome Whistle Blues,Freddy King,artist:freddy track:lonesome whistle blues,7EnPGchCs5YbsNQG40RmHv
(I've Got) Spring Fever,Little Willie John,artist:little track: spring fever,
Ring Of Fire,Duane Eddy,artist:duane track:ring of fire,5ZcKgGCfXLjzTbDyuarzju
Tonight I Fell In Love,The Tokens,artist:tokens track:tonight i fell in love,26LcEk7L94BMWO528Dk2Yp
Blue Moon,The Marcels,artist:marcels track:blue moon,75ewj77lCHHLKOlyx5KvGw
Bonanza,Al Caiola And His Orchestra,artist:al track:bonanza,3ctIBW09lUfrFvzKrs1sDd
But I Do,Clarence Henry,artist:clarence track:but i do,09vP5YG4ZEKsVf15XKmavX
Glory Of Love,The Roommates,artist:roommates track:glory of love,
That's The Way With Love,Piero Soffici,artist:piero track:that's the way with love,2UI37KpFaJpEw3rHUBebd5
(Dance The) Mess Around, Chubby Checker,artist:chubby track: mess around,
In My Heart,The Timetones,artist:timetones track:in my heart,1swNWmwncwVcXbFX72Klif
Who Else But You,Frankie Avalon,artist:frankie track:who else but you,
You'd Better Come Home,Russell Byrd,artist:russell track:you'd better come home,
A Little Feeling (Called Love),Jack Scott,artist:jack track:a little feeling ,4YDV8fPzCCpghxuy0beu4P
Ronnie,Marcy Joe,artist:marcy track:ronnie,
Son-In-Law,Louise Brown,artist:louise track:son-in-law,6xEDIRD5mQhn37I5pPE7GE
Can't Help Lovin' That Girl Of Mine,The Excels,artist:excels track:can't help lovin' that girl of mine,
Flaming Star,Elvis Presley With The Jordanaires,artist:elvis track:flaming star,5rLBpnPLnMLXSvHpBxT6c6
Some Kind Of Wonderful,The Drifters,artist:drifters track:some kind of wonderful,7nn0V1maFiJDBDg2umSGMb
One Mint Julep,Ray Charles,artist:ray track:one mint julep,2OqI6kgZ5OKfL0BW3nRLZL
Bumble Boogie,B. Bumble & The Stingers,artist:b. track:bumble boogie,5Lf2GgfbH6sAgcU7WslWFA
Funny,Maxine Brown,artist:maxine track:funny,5dJNVXoKKXeoFVP6eYhvst
On The Rebound,Floyd Cramer,artist:floyd track:on the rebound,2vdjYcYAmectRUOiR9Blk3
The Touchables In Brooklyn,Dickie Goodman,artist:dickie track:the touchables in brooklyn,0Z92h6rKELLqw9uyy5vH0I
Son-In-Law,The Blossoms,artist:blossoms track:son-in-law,3NLlqYIXCzgigXy4c3eH8s
Brother-In-Law (He's A Moocher),Paul Peek,artist:paul track:brother-in-law ,739SkjJC28YZmoatFrcSZV
Driving Wheel,Junior Parker,artist:junior track:driving wheel,5oLY2gz4HnKTcXxKkaGrsa
Here's My Confession,Wyatt (Earp) McPherson,artist:wyatt track:here's my confession,
Baby Blue,The Echoes,artist:echoes track:baby blue,5Kt64y0teh7Y23o8JHNC8l
(It Never Happens) In Real Life,Chuck Jackson,artist:chuck track: in real life,
The Continental Walk,Hank Ballard And The Midnighters,artist:hank track:the continental walk,12va5dqzKOAO7kBLXD4m9g
"Tonight My Love, Tonight", Paul Anka,"artist:paul track:tonight my love, tonight",0hYEYnKYQt5d0zQdUABH3V
Asia Minor,Kokomo,artist:kokomo track:asia minor,4uNAdFLTuiIhDtbZsq31Og
Be My Boy,Paris Sisters,artist:paris track:be my boy,6A4GF6fhQyP49J3YzjajCZ
"Good, Good Lovin'",Chubby Checker,"artist:chubby track:good, good lovin'",74a9dgVrUnZfZewMWgs5xi
What'd I Say,Jerry Lee Lewis And His Pumping Piano,artist:jerry track:what'd i say,6jppeNEbCIklZFKAomvdBu
Underwater,The Frogmen,artist:frogmen track:underwater,6t3mChESeEkHsqcbivTLhX
Lullaby Of The Leaves,The Ventures,artist:ventures track:lullaby of the leaves,1GeEjqxTc0u7yyMv5SeHBq
Saved,LaVern Baker,artist:lavern track:saved,091baWWCDEowJprUts9La0
I Can't Do It By Myself,Anita Bryant,artist:anita track:i can't do it by myself,
I'm In The Mood For Love,The Chimes,artist:chimes track:i'm in the mood for love,4H0ZBqqpa6nSIkU4b1F2Q5
Our Love Is Here To Stay,Dinah Washington,artist:dinah track:our love is here to stay,1VYnUu19pI55oDb5t7A5T3
A Cross Stands Alone,Jimmy Witter,artist:jimmy track:a cross stands alone,
Pick Me Up On Your Way Down,Pat Zill,artist:pat track:pick me up on your way down,
For Your Love,The Wanderers,artist:wanderers track:for your love,
Apache,Jorgen Ingmann & His Guitar,artist:jorgen track:apache,0FKNRNN2mcY9dBjenoxbeY
Please Love Me Forever,Cathy Jean and The Roommates,artist:cathy track:please love me forever,4gCIMT4fajr45VnwMZs4gB
Foolin' Around,Kay Starr,artist:kay track:foolin' around,4X4hh7cNoImEtVxp8b1Spl
African Waltz,Cannonball Adderley Orchestra,artist:cannonball track:african waltz,3KChYTdKLGowg022rYwX24
Shy Away,Jerry Fuller,artist:jerry track:shy away,
Kissin Game,Dion,artist:dion track:kissin game,3T4obVwhuRZkhVUepaFMf4
In Between Tears,Lenny Miles,artist:lenny track:in between tears,15jedQZra2UBjZcd78gQu5
You're Gonna Need Magic,Roy Hamilton,artist:roy track:you're gonna need magic,
What Will I Tell My Heart,The Harptones,artist:harptones track:what will i tell my heart,4zlIDHZRhGoAmLiQ4kCSDU
(A Ship Will Come) Ein Schiff Wird Kommen,Lale Anderson,artist:lale track: ein schiff wird kommen,
Frogg,The Brothers Four,artist:brothers track:frogg,3hJZU6pDU70unNVpThiVM6
Dedicated To The One I Love,The Shirelles,artist:shirelles track:dedicated to the one i love,0gcJYi0reGtzqF3WzQHG0I
Surrender,Elvis Presley With The Jordanaires,artist:elvis track:surrender,366wRPrx2airjcCRkxgoS2
Trust In Me,Etta James,artist:etta track:trust in me,5Zu9mG353GB3p26t7M5AmR
Pony Time,Chubby Checker,artist:chubby track:pony time,6iyQO1taeQnGA7XeKTev8Z
Don't Worry,Marty Robbins,artist:marty track:don't worry,0dPfKBYyPmoSfoLJqeKAs4
Find Another Girl,Jerry Butler,artist:jerry track:find another girl,78iFPy2eEoZKulC218HpGA
Tenderly,Bert Kaempfert And His Orchestra,artist:bert track:tenderly,72EqLyVcjkRwDGAH1ATC9A
Sleepy-Eyed John,Johnny Horton,artist:johnny track:sleepy-eyed john,5D9WxxdVOHUeBVMkVmQxZm
A Dollar Down,The Limeliters,artist:limeliters track:a dollar down,5x1zltt9aKa6mg62tAY4De
Hide Away,Freddy King,artist:freddy track:hide away,1wPUZQCJhvCyOlEZIqSd5x
Brass Buttons,The String-A-Longs,artist:string-a-longs track:brass buttons,1ap6YtglaFi7nyNm1vvjZT
This World We Love In (Il Cielo In Una Stanza),Mina,artist:mina track:this world we love in ,4L7xJVwgTStG1EFiHWQFoV
Life's A Holiday,Jerry Wallace,artist:jerry track:life's a holiday,3e8Rqh9GPB4g6qPNPIYN6n
Walk Right Back,The Everly Brothers,artist:everly track:walk right back,3NUXLtK8UGdD8TvZ12b4dD
Please Tell Me Why,Jackie Wilson,artist:jackie track:please tell me why,4S2YE89fZPWOsHoEquZTLZ
Think Twice,Brook Benton,artist:brook track:think twice,3597XbK7cHfyEBHrmbkujE
(Love Theme From) One Eyed Jacks,Ferrante & Teicher,artist:ferrante track: one eyed jacks,
"Like, Long Hair",Paul Revere & The Raiders,"artist:paul track:like, long hair",2FWG2z3XDVt01E6S34feCk
Shu Rah,Fats Domino,artist:fats track:shu rah,6ck1GKFARCK3T6w03RTV8y
(Theme from) My Three Sons,Lawrence Welk And His Orchestra,artist:lawrence track: my three sons,
Gee Whiz (Look At His Eyes),Carla Thomas,artist:carla track:gee whiz ,36rCY5JyNhXioPMD2v6xFy
Theme From Dixie,Duane Eddy,artist:duane track:theme from dixie,0AymoRtjwfUWPifXQPG3fK
Once Upon A Time,Rochell And The Candles With Johnny Wyatt,artist:rochell track:once upon a time,5tjaBLLIaGlUcZXMA9jhtY
"Ain't It, Baby",The Miracles,"artist:miracles track:ain't it, baby",14WPjMgMJfsxSaz3dm9KwQ
The Charanga,Merv Griffin,artist:merv track:the charanga,
Where The Boys Are,Connie Francis,artist:connie track:where the boys are,5IpEB0LvMurfap47V0xXeo
Wheels,The String-A-Longs,artist:string-a-longs track:wheels,789lq0oHhOa4pHh2y9rjkN
Fell In Love On Monday,Fats Domino,artist:fats track:fell in love on monday,499iOZxvZrkYGh0sHffvbZ
Happy Birthday Blues,Kathy Young With The Innocents,artist:kathy track:happy birthday blues,308ve1gO9WBS8fggZCmsh4
Trees,The Platters,artist:platters track:trees,1CrXQTpGrMhym7ASXcmTzd
To Be Loved (Forever),The Pentagons,artist:pentagons track:to be loved ,2gn5OhnMBm5nhbSuVYwVCn
That's It - I Quit - I'm Movin' On,Sam Cooke,artist:sam track:that's it - i quit - i'm movin' on,0gKhmpLiJ2awP0WlvPGPSm
Model Girl,Johnny Maestro,artist:johnny track:model girl,43cG3qOGaOCtRN58ez1Pgc
The Next Kiss (Is The Last Goodbye),Conway Twitty,artist:conway track:the next kiss ,
The Continental Walk,The Rollers,artist:rollers track:the continental walk,00Bu7AiNb06604KMuYTQAi
The Mess Around,Bobby Freeman,artist:bobby track:the mess around,3QAkevtri76hEcI6bi1iQj
Hop Scotch,Santo & Johnny,artist:santo track:hop scotch,3bTvhTR9YH6Uo3pxaCeBwN
I'm A Fool To Care,Oscar Black,artist:oscar track:i'm a fool to care,
"Won'cha Come Home, Bill Bailey",Della Reese,"artist:della track:won'cha come home, bill bailey",
Ebony Eyes,The Everly Brothers,artist:everly track:ebony eyes,2iUSQIm0rTzav4MvEfSQv2
Ginnie Bell,Paul Dino,artist:paul track:ginnie bell,
Bye Bye Baby,Mary Wells,artist:mary track:bye bye baby,6Qf0vZPudbJXgvzHB3Xx01
Spanish Harlem,Ben E. King,artist:ben track:spanish harlem,3UCmuRdeTriWgOZMEJsfqZ
Bewildered,James Brown And The Famous Flames,artist:james track:bewildered,3yEJaav55jS4ZVImqiJP6r
Merry-Go-Round,Marv Johnson,artist:marv track:merry-go-round,77KfccxlZ8Mq6Jk1kqCaal
The Second Time Around,Frank Sinatra,artist:frank track:the second time around,5ccGCE1AceABOunwSCVAZb
Seventeen,Frankie Ford,artist:frankie track:seventeen,3cihUiVPf6tMgQEcEccmh0
