title,artist,query,spotify_id
On The Regular,Meek Mill,artist:meek track:on the regular,0bLwBXrMd3z96utPHeuQDK
The Difference,Meek Mill Featuring Quavo,artist:meek track:the difference,1gta5fLTR1VhUMwwGxP6vA
Blue Notes,Meek Mill,artist:meek track:blue notes,7Gs3otHnZDq514kFHf0nx7
Blessed Up,Meek Mill,artist:meek track:blessed up,7lidCG4c4lX6hIRXt0MKVA
Cool Girl,Tove Lo,artist:tove track:cool girl,3tJ4y2Zqx6gM9xOAuFfsSF
Into You,Ariana Grande,artist:ariana track:into you,2meEiZKWkiN28gITzFwQo5
Controlla,Drake,artist:drake track:controlla,4CpKEkdGbOJV51cSvx7SoG
A-YO,Lady Gaga,artist:lady track:a-yo,6Az2Ll2CPnWYQ2BgiHf4Di
Perfect Illusion,Lady Gaga,artist:lady track:perfect illusion,56ZrTFkANjeAMiS14njg4E
This Girl,Kungs vs Cookin' On 3 Burners,artist:kungs track:this girl,1A8j067qyiNwQnZT0bzUpZ
Why You Always Hatin?,YG Featuring Drake & Kamaiyah,artist:yg track:why you always hatin?,39hnH8WdPmNT3Q3yzwC9Rg
CRZY,Kehlani,artist:kehlani track:crzy,6Dwtha2FtZFoMEBh5GR2sq
Lockjaw,French Montana Featuring Kodak Black,artist:french track:lockjaw,7iaw359G2XT14uTfV9feip
You & Me,Marc E. Bassy Featuring G-Eazy,artist:marc track:you & me,52qH79XktzCUPkN0dlRbUs
For Free,DJ Khaled Featuring Drake,artist:dj track:for free,4JDZl9nKIAhAhDjw753u4X
Work From Home,Fifth Harmony Featuring Ty Dolla $ign,artist:fifth track:work from home,4tCtwWceOPWzenK2HAIJSb
Blow Your Mind (Mwah),Dua Lipa,artist:dua track:blow your mind ,7kJlTKjNZVT26iwiDUVhRm
Different For Girls,Dierks Bentley Featuring Elle King,artist:dierks track:different for girls,5HJId22hZ2IvFnvNSy6ZbE
THat Part,ScHoolboy Q Featuring Kanye West,artist:schoolboy track:that part,2yJ9GVCLMmzBBfQAnfzlwr
All In My Head (Flex),Fifth Harmony Featuring Fetty Wap,artist:fifth track:all in my head ,7nD9nN3jord9wWcfW3Gkcm
Rock On,Tucker Beathard,artist:tucker track:rock on,
I Met A Girl,William Michael Morgan,artist:william track:i met a girl,4WtkYdCG4n80h08Ep5SmDI
I Got The Keys,DJ Khaled Featuring Jay Z & Future,artist:dj track:i got the keys,51Nwg5wCDDiqcTntgJUlLo
Just Like Fire,P!nk,artist:p!nk track:just like fire,7K5dzhGda2vRTaAWYI3hrb
Father Stretch My Hands Pt. 1,Kanye West,artist:kanye track:father stretch my hands pt. 1,4KW1lqgSr8TKrvBII0Brf8
You Don't Own Me,Grace Featuring G-Eazy,artist:grace track:you don't own me,6KI1ZpZWYAJLvmVhCJz65G
Peter Pan,Kelsea Ballerini,artist:kelsea track:peter pan,2wqXQjOmQ9KoBm9Ssgt4Fo
Kids,OneRepublic,artist:onerepublic track:kids,5mQNY6pTeSDl2doFB7uLbE
Forever Country,"Artists Of Then, Now & Forever",artist:artists track:forever country,3WWVDPjihd1VITBLF10nha
Cranes In The Sky,Solange,artist:solange track:cranes in the sky,48EjSdYh8wz2gBxxqzrsLe
Low Life,Future Featuring The Weeknd,artist:future track:low life,7EiZI6JVHllARrX9PUvAdX
Make You Miss Me,Sam Hunt,artist:sam track:make you miss me,0xwPzLmBAYro8BUz7MrtAo
Don't Touch My Hair,Solange Featuring Sampha,artist:solange track:don't touch my hair,2TyCAfhwu5tRqFW8VnGMIL
LIFTED,CL ,artist:cl track:lifted,2DHWM8Bm4zuzuH7UOXscJw
Work,Rihanna Featuring Drake,artist:rihanna track:work,32lmL4vQAAotg6MrJnhlQZ
I Took A Pill In Ibiza,Mike Posner,artist:mike track:i took a pill in ibiza,1MtUq6Wp1eQ8PC6BbPCj8P
Never Be Like You,Flume Featuring Kai,artist:flume track:never be like you,5WI2ltQIdwgzf1SNE76JyR
H.O.L.Y.,Florida Georgia Line,artist:florida track:h.o.l.y.,0BCy325UZyR9z0t0uxwn2N
Mama Said,Lukas Graham,artist:lukas track:mama said,5ArQzSBevAdXTxRY6Ulhbq
Me Too,Meghan Trainor,artist:meghan track:me too,3KwwE4sgCzMaKWq6QBebmX
Purple Lamborghini,Skrillex & Rick Ross,artist:skrillex track:purple lamborghini,6JyuJFedEvPmdWQW0PkbGJ
With You Tonight / Hasta El Amanecer,Nicky Jam,artist:nicky track:with you tonight / hasta el amanecer,2GICtNjlmq5w1XIQ9s0D9y
You Look Like I Need A Drink,Justin Moore,artist:justin track:you look like i need a drink,1TGJxtVHgPHKVt6K7sPn1T
No Shopping,French Montana Featuring Drake,artist:french track:no shopping,0Di26AbdtizzHkFstPyt7A
7 Years,Lukas Graham,artist:lukas track:7 years,5kqIPrATaCc2LqxVWzQGbk
Cancer,twenty one pilots,artist:twenty track:cancer,19W5OTEcQI3ZoRW1HERMyy
My PYT,Wale,artist:wale track:my pyt,4jK1VQQGDnNOLfyVXCxGsR
Grass Ain't Greener,Chris Brown,artist:chris track:grass ain't greener,6DaE3A1uIvDqVrVSNvUy6B
Stressed Out,twenty one pilots,artist:twenty track:stressed out,3CRDbSIZ4r5MsZ0YwxuEkn
Don't Mind,Kent Jones,artist:kent track:don't mind,27PmvZoffODNFW2p7ehZTQ
Rise,Katy Perry,artist:katy track:rise,1CwNogTShsnsn1C8UhRmYX
Make Me...,Britney Spears Featuring G-Eazy,artist:britney track:make me...,0YSJCrlSWF3meRTNCu54WI
She's Got A Way With Words,Blake Shelton,artist:blake track:she's got a way with words,3JffB4CABj9lA0NC63kbCp
Childs Play,Drake,artist:drake track:childs play,3NxAG2ni1lLa8RKL6a0INc
American Country Love Song,Jake Owen,artist:jake track:american country love song,0O1x2tRm8ZpfDbcpOWZp7z
Sorry,Beyonce,artist:beyonce track:sorry,4k8Kq3yLE7I7umYfN08YCU
From The Ground Up,Dan + Shay,artist:dan track:from the ground up,0AdjJ2SaOeb5bPJ67nDbsW
Kill Em With Kindness,Selena Gomez,artist:selena track:kill em with kindness,1QNoKVgA758HFLu3TW2q7R
Famous,Kanye West,artist:kanye track:famous,19a3JfW8BQwqHWUMbcqSx8
Cake By The Ocean,DNCE,artist:dnce track:cake by the ocean,76hfruVvmfQbw0eYn1nmeC
Wicked,Future,artist:future track:wicked,6BbINUfGabVyiNFJpQXn3x
Wyclef Jean,Young Thug,artist:young track:wyclef jean,55OdqrG8WLmsYyY1jijD9b
Record Year,Eric Church,artist:eric track:record year,5fSPbm5lcwtqwXkeQQswW8
Duele El Corazon,Enrique Iglesias Featuring Wisin,artist:enrique track:duele el corazon,6YZdkObH88npeKrrkb8Ggf
Church Bells,Carrie Underwood,artist:carrie track:church bells,67citk3uzWs5qbaIVKTeg8
Love Yourself,Justin Bieber,artist:justin track:love yourself,50kpGaPAhYJ3sGmk6vplg0
Nikes,Frank Ocean,artist:frank track:nikes,19YKaevk2bce4odJkP5L22
Ivy,Frank Ocean,artist:frank track:ivy,2ZWlPOoWh0626oTaHrnl2a
Pink + White,Frank Ocean,artist:frank track:pink + white,3xKsf9qdS1CyvXSMEid6g8
Solo,Frank Ocean,artist:frank track:solo,35xSkNIXi504fcEwz9USRB
Nights,Frank Ocean,artist:frank track:nights,7eqoqGkKwgOaWNNHx90uEZ
Uber Everywhere,MadeinTYO,artist:madeintyo track:uber everywhere,7zBPzAjKAqQpcv8F8GCq5s
Hit Or Miss,Jacob Sartorius,artist:jacob track:hit or miss,6iaJUPHLONFJ02RTeaMuy8
Fix,Chris Lane,artist:chris track:fix,17Vry8h1fUTYg8NL6pHhem
Toothbrush,DNCE,artist:dnce track:toothbrush,7ciLq0Cip0yxiz6KANrOUq
Pop Style,Drake Featuring The Throne,artist:drake track:pop style,5mPSyjLatqB00IkPqRlbTE
Lights Come On,Jason Aldean,artist:jason track:lights come on,4llYMkhHa1w7UAdDFRQcEZ
Castaway,Zac Brown Band,artist:zac track:castaway,5PNcJn4oFNvlRfrZBHfqWh
No Money,Galantis,artist:galantis track:no money,0gb1J5UrTpzaU1s3nupgCd
Wasted Time,Keith Urban,artist:keith track:wasted time,13wYXGimJ5fANFu0y2pqG1
Let It Go,James Bay,artist:james track:let it go,13HVjjWUZFaWilh2QUJKsP
Sorry,Justin Bieber,artist:justin track:sorry,09CtPGIpYB4BrO8qb1RGsF
Head Over Boots,Jon Pardi,artist:jon track:head over boots,4ly1QBXEwYoDmje9rmEgC4
Bohemian Rhapsody,Panic! At The Disco,artist:panic! track:bohemian rhapsody,2YSbHu9XF4bNYWt3MnIhgE
All The Way Up,"Fat Joe, Remy Ma & Jay Z Featuring French Montana & Infared",artist:fat track:all the way up,61QSuw5VlC0LTS8WMO356g
Close,Nick Jonas Featuring Tove Lo,artist:nick track:close,3lSDIJ2abCrOdDJ6pshUap
Wake Up,Fetty Wap,artist:fetty track:wake up,6BOtDFg6GJm0rPUDuNmx57
"Huntin', Fishin' & Lovin' Every Day",Luke Bryan,"artist:luke track:huntin', fishin' & lovin' every day",0dbzWSYpMcRtwjI1S7Pkql
My House,Flo Rida,artist:flo track:my house,6Knv6wdA0luoMUuuoYi2i1
Dangerous Woman,Ariana Grande,artist:ariana track:dangerous woman,7l94dyN2hX9c6wWcZQuOGJ
Lush Life,Zara Larsson,artist:zara track:lush life,1rIKgCH4H52lrvDcz50hS8
Holy Key,"DJ Khaled Featuring Big Sean, Kendrick Lamar & Betty Wright",artist:dj track:holy key,4o1zYFH5QWKu3E4MiC6lgE
Brand New,Ben Rector,artist:ben track:brand new,5EQ9yEra0SzVd673ZfKT4C
Wherever I Go,OneRepublic,artist:onerepublic track:wherever i go,7kftK4n15rl1wbpfjSq2Tk
Back On Road,Gucci Mane & Drake,artist:gucci track:back on road,39liuGHPxn2sAyvO6DINor
P**** Print,Gucci Mane Featuring Kanye West,artist:gucci track:p print,5QrT8pNtw1UnjqFuSUsenv
Light It Up,Major Lazer Featuring Nyla & Fuse ODG,artist:major track:light it up,0TQ1FvC8TJ09iibSfwRP81
Lost Boy,Ruth B,artist:ruth track:lost boy,4h0zU3O9R5xzuTmNO7dNDU
Never Forget You,Zara Larsson & MNEK,artist:zara track:never forget you,6hmhG1b4LEyNuashVvuIAo
Girls Talk Boys,5 Seconds Of Summer,artist:5 track:girls talk boys,3AqhGYasXnen5PvLsHL1vc
Body Say,Demi Lovato,artist:demi track:body say,7xrA11O07xo57Bbg6p4hck
No,Meghan Trainor,artist:meghan track:no,0l0CvurVUrr2w3Jj1hOVFc
M.I.L.F. $,Fergie,artist:fergie track:m.i.l.f. $,3osQ5lSSqZb8HWRozdbVPw
Night's On Fire,David Nail,artist:david track:night's on fire,5y2pNuAvWcPKiORZ12e44S
Ophelia,The Lumineers,artist:  track:ophelia,
Body,Dreezy Featuring Jeremih,artist:dreezy track:body,20s34XSPIiYMGSFDRSs24t
Pillowtalk,Zayn,artist:zayn track:pillowtalk,0PDUDa38GO8lMxLCRc4lL1
"Me, Myself & I",G-Eazy x Bebe Rexha,"artist:g-eazy track:me, myself & i",40YcuQysJ0KlGQTeGUosTC
T-Shirt,Thomas Rhett,artist:thomas track:t-shirt,1zWZvrk13cL8Sl3VLeG57F
Love Make The World Go Round,Jennifer Lopez & Lin-Manuel Miranda,artist:jennifer track:love make the world go round,
Noise,Kenny Chesney,artist:kenny track:noise,0XN2BcoaKE4Z2hnq1ZeDY1
Came Here To Forget,Blake Shelton,artist:blake track:came here to forget,1N7qGCKRRnvjoy8MGyHgpS
Bored To Death,Blink-182,artist:blink-182 track:bored to death,44TuSOP6xIAEeJmZsN3nXO
La Bicicleta,Carlos Vives & Shakira,artist:carlos track:la bicicleta,0sXvAOmXgjR2QUqLK1MltU
Cut It,O.T. Genasis Featuring Young Dolph,artist:o.t. track:cut it,376KnY4TrgBITxjlnbnmIy
Oui,Jeremih,artist:jeremih track:oui,0PJIbOdMs3bd5AT8liULMQ
Wild Things,Alessia Cara,artist:alessia track:wild things,2ZyuwVvV6Z3XJaXIFbspeE
The Sound Of Silence,Disturbed,artist:disturbed track:the sound of silence,1Cj2vqUwlJVG27gJrun92y
Messin' Around,Pitbull Featuring Enrique Iglesias,artist:pitbull track:messin' around,2moTY9zKAZkRsODU4TUXY6
Still Here,Drake,artist:drake track:still here,4YJmZfvlheSziXem8HBWrj
Hype,Drake,artist:drake track:hype,5NFYuqu8V6QXc6mzcLImd6
Flexicution,Logic,artist:logic track:flexicution,2c8sgbZoEanC3QyFNZxUcA
Really Really,Kevin Gates,artist:kevin track:really really,10I3CmmwT0BkOVhduDy53o
Think Of You,Chris Young Duet With Cassadee Pope,artist:chris track:think of you,6W9W8dSswA8KNegvl3W97V
Grammys,Drake Featuring Future,artist:drake track:grammys,5e574bhjycX1eH2l4Auage
Try Everything,Shakira,artist:shakira track:try everything,1N3dZ7TTWO6VcD4Y3hHYLZ
Champions,"Kanye West, Gucci Mane, Big Sean, 2 Chainz, Travi$ Scott, Yo Gotti, Quavo, Desiigner",artist:kanye track:champions,2nBI3iWLhupR7LyAJ5GGkE
Dark Necessities,Red Hot Chili Peppers,artist:red track:dark necessities,2oaK4JLVnmRGIO9ytBE1bt
2 Phones,Kevin Gates,artist:kevin track:2 phones,0wdKiSBUT7aZkXUIdJWcwC
Humble And Kind,Tim McGraw,artist:tim track:humble and kind,3Rkk851fZjIsglV2jbBPDd
What The World Needs Now Is Love,Broadway For Orlando,artist:broadway track:what the world needs now is love,7IYU41rxDOremaBZi0vEMn
Ain't No Stopping Us Now,Kane Brown,artist:kane track:ain't no stopping us now,2I5ao7JannZZMlweLTz0hO
Kiss It Better,Rihanna,artist:rihanna track:kiss it better,7bmqcI1HQwx1PWwYyZO0lg
Exchange,Bryson Tiller,artist:bryson track:exchange,43PuMrRfbyyuz4QpZ3oAwN
Somewhere On A Beach,Dierks Bentley,artist:dierks track:somewhere on a beach,5CG9Ps5ynNjpKJHmwc95pa
Sweatshirt,Jacob Sartorius,artist:jacob track:sweatshirt,0B3LaidsxjnBTUlKgKQQe5
With You,Drake Featuring PARTYNEXTDOOR,artist:drake track:with you,3aJkV6DUTSCqOwVwaBDG9B
Might Not,Belly Featuring The Weeknd,artist:belly track:might not,5e9aFSdnkQUrm5y8Dhw0qN
Faded,Alan Walker,artist:alan track:faded,7gHs73wELdeycvS48JfIos
Middle,DJ Snake Featuring Bipolar Sunshine,artist:dj track:middle,0g5EKLgdKvNlln7TNqBByK
My Church,Maren Morris,artist:maren track:my church,1LM5zQv5pBKPyO7rm7Uz6U
Snapback,Old Dominion,artist:old track:snapback,7I5fYc4qKJddht8Ozhqqdx
Nothing Is Promised,Mike WiLL Made-It x Rihanna,artist:mike track:nothing is promised,4MdQkwmoI9lrUfHGD7wOzy
Mind Reader,Dustin Lynch,artist:dustin track:mind reader,2MNapHbu7QASoukvVVIxyr
Formation,Beyonce,artist:beyonce track:formation,
Feel No Ways,Drake,artist:drake track:feel no ways,3cjF2OFRmip8spwZYQRKxP
Law,Yo Gotti Featuring E-40,artist:yo track:law,7mhk9WyqZZzvTTCQKfh2iV
Piece By Piece,Kelly Clarkson,artist:kelly track:piece by piece,2NELtMgQ8HSdrGrYQPLnC3
Moolah,Young Greatness,artist:young track:moolah,746PsZ5jTdqIJ6LgJAHcEZ
Youth,Troye Sivan,artist:troye track:youth,1cOyWWUr3oXJIxY0AjJEx9
My Boo,Ghost Town DJ's,artist:ghost track:my boo,2OawRn0NvWkStuemgdae4i
If It Ain't Love,Jason Derulo,artist:jason track:if it ain't love,5YHR8wBR5jXfGtP766NiAT
9,Drake,artist:drake track:9,1C7KSXR2GVxknex6I4ANco
One Call Away,Charlie Puth,artist:charlie track:one call away,7soJgKhQTO8hLP2JPRkL5O
Lonesome Broken And Blue,Adam Wakefield,artist:adam track:lonesome broken and blue,1mx5Q2cmOzUUjEURXbJNOB
U With Me?,Drake,artist:drake track:u with me?,03L2AoiRbWhvt7BDMx1jUB
Fire & Desire,Drake,artist:drake track:fire & desire,4BhGTc3Cgay2U1QcTS7vQe
Every Breath You Take,Hannah Huston,artist:hannah track:every breath you take,4hZu7IefxrjzuoGjhWmhOu
Redemption,Drake,artist:drake track:redemption,4cRBqWBjuccCowYVHFlXK6
Down That Road,Alisan Porter,artist:alisan track:down that road,3sS03NvxbrVgFNZgvnR26k
Stitches,Shawn Mendes,artist:shawn track:stitches,5jsw9uXEGuKyJzs0boZ1bT
Roses,The Chainsmokers Featuring Rozes,artist:  track:roses,7AnBdT6cRvv2R5zc2DPGLc
Don't,Bryson Tiller,artist:bryson track:don't,3pXF1nA74528Edde4of9CC
Weston Road Flows,Drake,artist:drake track:weston road flows,4PA16FAl8LPmFmOhARawdV
Keep The Family Close,Drake,artist:drake track:keep the family close,7sBwAWyXfiIgrYQ8BaJESH
Faithful, Drake Featuring Pimp C & dvsn,artist:drake track:faithful,2qLcJOLrh6Djda4uLbldSA
Blessings,Chance The Rapper Featuring Ty Dolla $ign,artist:chance track:blessings,2VQc9orzwE6a5qFfy54P6e
I'm Sorry,Adam Wakefield,artist:adam track:i'm sorry,1LWgoxKUgZIeodlLY7n3vA
Promise,Kid Ink Featuring Fetty Wap,artist:kid track:promise,5IZc3KIVFhjzJ0L2kiXzUl
Go Ahead And Break My Heart,Blake Shelton Featuring Gwen Stefani,artist:blake track:go ahead and break my heart,6eJBihAzTWRxvvjJWuRQXM
Ain't Your Mama,Jennifer Lopez,artist:jennifer track:ain't your mama,2hgzdQdnfWwtdpZbhZlV72
6 Inch,Beyonce Featuring The Weeknd,artist:beyonce track:6 inch,
I Like The Sound Of That,Rascal Flatts,artist:rascal track:i like the sound of that,5S5rw0WLVCAux5B5bWCehK
Confession,Florida Georgia Line,artist:florida track:confession,6IFPfV8PNSYOmufzQ95hmm
Team,Iggy Azalea,artist:iggy track:team,2bocAPQcUTLUXx8lAOTiK3
Don't Hurt Yourself,Beyonce Featuring Jack White,artist:beyonce track:don't hurt yourself,
All Night,Beyonce,artist:beyonce track:all night,
Freedom,Beyonce Featuring Kendrick Lamar,artist:beyonce track:freedom,
Daddy Lessons,Beyonce,artist:beyonce track:daddy lessons,7tTElNyvXsfFcxDXIiH5cm
Pray You Catch Me,Beyonce,artist:beyonce track:pray you catch me,
Sandcastles,Beyonce,artist:beyonce track:sandcastles,
Love Drought,Beyonce,artist:beyonce track:love drought,
True Colors,Zedd & Kesha,artist:zedd track:true colors,71qR03VPn762lG8esdRmkR
Views,Drake,artist:drake track:views,7MjSipTto9QljYzZnloXOn
Summer Sixteen,Drake,artist:drake track:summer sixteen,17Q87zeXgsAi9iQQbMu9v0
Purple Rain,Prince And The Revolution,artist:prince track:purple rain,54X78diSLoUDI3joC2bjMz
When Doves Cry,Prince,artist:prince track:when doves cry,51H2y6YrNNXcy3dfc3qSbA
Little Red Corvette,Prince,artist:prince track:little red corvette,6X4JeTWCuKEzKOEHXDtyBo
Kiss,Prince And The Revolution,artist:prince track:kiss,62LJFaYihsdVrrkgUOJC05
Let's Go Crazy,Prince And The Revolution,artist:prince track:let's go crazy,0QeI79sp1vS8L3JgpEO7mD
1999,Prince,artist:prince track:1999,2H7PHVdQ3mXqEHXcvclTB0
Raspberry Beret,Prince And The Revolution,artist:prince track:raspberry beret,5jSz894ljfWE0IcHBSM39i
I Would Die 4 U,Prince And The Revolution,artist:prince track:i would die 4 u,6fBwVe6udYdnRqwqo06if8
Jumpman,Drake & Future,artist:drake track:jumpman,27GmP9AWRs744SzKcpJsTZ
Forward,Beyonce Featuring James Blake,artist:beyonce track:forward,
Back To Sleep,Chris Brown,artist:chris track:back to sleep,6dlpABcXrQKRU9G00i6Zba
You Should Be Here,Cole Swindell,artist:cole track:you should be here,63thx7OANplv4I4BQsanHk
New Level,A$AP Ferg Featuring Future,artist:a$ap track:new level,11BIoKDpTJHX5mZt6p566h
Company,Justin Bieber,artist:justin track:company,61uyGDPJ06MkxJtHgPmuyO
Acquainted,The Weeknd,artist:  track:acquainted,
That Don't Sound Like You,Lee Brice,artist:lee track:that don't sound like you,2l1fWY1albInvAG9t8WP2p
Hands To Myself,Selena Gomez,artist:selena track:hands to myself,1LoriJC05IrHIDwj3q0KC1
Hello,Adele,artist:adele track:hello,4sPmO7WMQUAf45kwMOtONw
Down In The DM,Yo Gotti Featuring Nicki Minaj,artist:yo track:down in the dm,1LxKKYsJNPeBdOwdudsJzv
The Hills,The Weeknd,artist:  track:the hills,0cdO3NYOV7stVy3qFY1CyK
New Romantics,Taylor Swift,artist:taylor track:new romantics,6rZVy6FIG7lSJQMFXHo12z
Drunk On Your Love,Brett Eldredge,artist:brett track:drunk on your love,1jNNHFZmRGXZFHlil5uhei
Saved,Ty Dolla $ign Featuring E-40,artist:ty track:saved,5UPNBWFU2TEf9kauIITfBs
Little Bit Of You,Chase Bryant,artist:chase track:little bit of you,751wKDM4y5zurzhSxcUxqP
Might Be,DJ Luke Nasty,artist:dj track:might be,7KLB6Jptw9wyQXkSLiO8qh
Pt. 2,Kanye West,artist:kanye track:pt. 2,1Wsbr1d2BouNGk2q92mIj7
Jimmy Choo,Fetty Wap,artist:fetty track:jimmy choo,7s49Um7G06hq2rulrHPsIy
Let Me Love You,Ariana Grande Featuring Lil Wayne,artist:ariana track:let me love you,5AKlnLpP3WLwZseNbjquND
Fast Car,Jonas Blue Featuring Dakota,artist:jonas track:fast car,2mCF8L0brIs88eH6Kf2h9p
Die A Happy Man,Thomas Rhett,artist:thomas track:die a happy man,5kNe7PE09d6Kvw5pAsx23n
Nobody To Blame,Chris Stapleton,artist:chris track:nobody to blame,4WRRCuJYRq7gUKiupxVH9W
Waves,Kanye West,artist:kanye track:waves,3nAq2hCr1oWsIU54tS98pL
Sugar,Robin Schulz Featuring Francesco Yates,artist:robin track:sugar,5tf1VVWniHgryyumXyJM7w
Ultralight Beam,Kanye West,artist:kanye track:ultralight beam,1eQBEelI2NCy7AUTerX0KS
Victorious,Panic! At The Disco,artist:panic! track:victorious,6od5hFv9IT5JHc7NEF9HRv
Hotline Bling,Drake,artist:drake track:hotline bling,0wwPcA6wtMf6HUMpIRdeP7
When We Were Young,Adele,artist:adele track:when we were young,7IWkJwX9C0J7tHurTD7ViL
Best Friend,Young Thug,artist:young track:best friend,33JcUj9qQDayKswunZP9ar
FML,Kanye West,artist:kanye track:fml,30Zcjs7pgEkmJA1lEbGSWT
Tennessee Whiskey,Chris Stapleton,artist:chris track:tennessee whiskey,3fqwjXwUGN6vbzIwvyFMhx
Real Friends,Kanye West,artist:kanye track:real friends,66Q3fAmSX5eHamgbKa9alP
Beautiful Drug,Zac Brown Band,artist:zac track:beautiful drug,0vcfOQOvTCv8ckiRs8Xc1Z
Heartbeat,Carrie Underwood,artist:carrie track:heartbeat,05BgC2247XGi8ySwBzOO0o
Feedback,Kanye West,artist:kanye track:feedback,49fT6owWuknekShh9utsjv
679,Fetty Wap Featuring Remy Boyz,artist:fetty track:679,5NQbUaeTEOGdD6hHcre0dZ
What Do You Mean?,Justin Bieber,artist:justin track:what do you mean?,4B0JvthVoAAuygILe3n4Bs
Say It,Tory Lanez,artist:tory track:say it,2Gyc6e2cLxA5hoX1NOvYnU
Like I'm Gonna Lose You,Meghan Trainor Featuring John Legend,artist:meghan track:like i'm gonna lose you,2YlZnw2ikdb837oKMKjBkW
White Iverson,Post Malone,artist:post track:white iverson,6eT7xZZlB2mwyzJ2sUKG6w
Like I Would,Zayn,artist:zayn track:like i would,1zWMf9bVyhY5W3ZORbjNWt
Stand By You,Rachel Platten,artist:rachel track:stand by you,3kSXn1osC89W8JcPLozTzs
I Know What You Did Last Summer,Shawn Mendes & Camila Cabello,artist:shawn track:i know what you did last summer,2GyA33q5rti5IxkMQemRDH
With Them,Young Thug,artist:young track:with them,0tISnxqgVmxqhVghsTi2Rr
Home Alone Tonight,Luke Bryan Featuring Karen Fairchild,artist:luke track:home alone tonight,0RE8WWlaCQM6M4XHUK3u7b
Digits,Young Thug,artist:young track:digits,4cg1yakyRSIOjxKM2I7J1q
Something In The Way You Move,Ellie Goulding,artist:ellie track:something in the way you move,3ZCDG0nujwGfxrEmZlZoEt
Make Me Like You,Gwen Stefani,artist:gwen track:make me like you,2WIxwn8LZRI7knO1VbwdaE
Be Alright,Ariana Grande,artist:ariana track:be alright,6f5TuB9WtbA1g49A4DcMQ4
Hide Away,Daya,artist:daya track:hide away,0uyZ5ckiIUbFZd3P6RWmrj
Here,Alessia Cara,artist:alessia track:here,1wYZZtamWTQAoj8B812uKQ
Same Old Love,Selena Gomez,artist:selena track:same old love,1BZG99C7Co1r6QUC3zaS59
Ex's & Oh's,Elle King,artist:elle track:ex's & oh's,70eDxAyAraNTiD6lx2ZEnH
In The Night,The Weeknd,artist:  track:in the night,2rt73BD3gUGVjNmiHkcV2D
Adventure Of A Lifetime,Coldplay,artist:coldplay track:adventure of a lifetime,69uxyAqqPIsUyTO8txoP2M
Backroad Song,Granger Smith,artist:granger track:backroad song,6naYpFIKihKbGg6lGxpveI
Something New,Zendaya Featuring Chris Brown,artist:zendaya track:something new,1z15fhSgN6U2k4gqA1Zu4j
Sorry Not Sorry,Bryson Tiller,artist:bryson track:sorry not sorry,16bHRxM89ue0TiCKARYbRp
Can't Feel My Face,The Weeknd,artist:  track:can't feel my face,
We Went,Randy Houser,artist:randy track:we went,7JnorPtXApoUw2AuJUGLY1
Break On Me.,Keith Urban,artist:keith track:break on me.,3W5GXbS3ugsYjx1X0xBNbL
Untitled 02 l 06.23.2014.,Kendrick Lamar,artist:kendrick track:untitled 02 l 06.23.2014.,
Untitled 07 l Levitate,Kendrick Lamar,artist:kendrick track:untitled 07 l levitate,
Watch Out,2 Chainz,artist:2 track:watch out,22DKsoYFV5npPXmnPpXL7i
Get Ugly,Jason Derulo,artist:jason track:get ugly,1dl3vuXJS9anUXE7XnNP75
Gotta Lotta,2 Chainz Featuring Lil Wayne,artist:2 track:gotta lotta,1gpSrGUfU3F9TOzPlEyLxH
Antidote,Travis Scott,artist:travis track:antidote,1wHZx0LgzFHyeIZkUydNXq
Lean On,Major Lazer & DJ Snake Featuring MO,artist:major track:lean on,5wldXGLEOoRXxMWJ8rIUWE
See You Again,Wiz Khalifa Featuring Charlie Puth,artist:wiz track:see you again,2JzZzZUQj3Qff7wapcbKjc
It's You,Zayn,artist:zayn track:it's you,6dtWKqqdveI3YvdYJQKWWn
Hello Friday,Flo Rida Featuring Jason Derulo,artist:flo track:hello friday,2UIRHeHi72VP5WBMAfkPe5
Perfect,One Direction,artist:one track:perfect,3NLnwwAQbbFKcEcV8hDItk
$ave Dat Money,Lil Dicky Featuring Fetty Wap & Rich Homie Quan,artist:lil track:$ave dat money,6AoYWCzsDls6c61Zp5qTuU
Til It Happens To You,Lady Gaga,artist:lady track:til it happens to you,0bCCGLHflR08UVA6oJJc8I
Walking On A Dream,Empire Of The Sun,artist:empire track:walking on a dream,0mBkoM8r7KAQzZij5swTUL
History,One Direction,artist:one track:history,0HMjXBAZmSYOTTi33WpMso
Wildest Dreams,Taylor Swift,artist:taylor track:wildest dreams,59HjlYCeBsxdI0fcm3zglw
Dibs,Kelsea Ballerini,artist:kelsea track:dibs,6FWrlXo99QRmPtOeUSWDjv
Out Of The Woods,Taylor Swift,artist:taylor track:out of the woods,5OndtwLGA9O6XHFcGm2H7r
Hollow,Tori Kelly,artist:tori track:hollow,160hN2OsDXnmgExwtG7cvD
Look At My Dab,Migos,artist:migos track:look at my dab,20n5AhSbetBMt6Xbrm4fa7
I Love This Life,LOCASH,artist:locash track:i love this life,21jkhW2773dELgTMRJcMfI
Uptown Funk!,Mark Ronson Featuring Bruno Mars,artist:mark track:uptown funk!,32OlwWuMpZ6b0aN2RZOeMS
Break Up In A Small Town,Sam Hunt,artist:sam track:break up in a small town,7aftSOGSOpSoIlVAQVBb71
